# mode=headless steps=100 sample_period=50
# nx=64 ny=64 dt=0.01 dx=1 flux_n=1 phi=0.0015339808 kappa=0 B=0.0015339808 seed=14208888933271305310
# defects: mode=random count=50 radius=3 spacing=32 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
50,0.5000,0.000000e0,196,195,1,1.911198e0,4.666010e-4,82,88,-6,0.000000e0,0.000000e0,0.000000e0
100,1.0000,0.000000e0,84,83,1,-2.059051e0,-5.026980e-4,33,38,-5,7.142857e-2,7.142857e-2,8.350254e-1
