# mode=headless steps=10000 sample_period=1000
# nx=256 ny=256 dt=0.01 dx=1 flux_n=128 phi=0.012271847 kappa=0 B=0.012271847 seed=1234
# defects: mode=random count=64 radius=3 spacing=32 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
1000,10.0000,0.000000e0,218,90,128,-2.589562e4,-3.951358e-1,15,6,9,0.000000e0,0.000000e0,0.000000e0
2000,20.0000,0.000000e0,176,48,128,-2.774957e4,-4.234249e-1,18,6,12,-3.409091e-3,1.136364e-3,1.162334e-1
3000,30.0000,0.000000e0,156,28,128,-2.845030e4,-4.341171e-1,18,5,13,5.769231e-3,-1.282051e-2,8.955593e-2
4000,40.0000,0.000000e0,147,19,128,-2.882481e4,-4.398318e-1,16,4,12,-6.802721e-4,-3.401361e-3,7.295353e-2
5000,50.0000,0.000000e0,140,12,128,-2.910876e4,-4.441644e-1,17,4,13,-5.000000e-3,-3.571429e-3,6.125927e-2
6000,60.0000,0.000000e0,137,9,128,-2.925537e4,-4.464016e-1,17,4,13,-4.379562e-3,-2.025954e-19,5.106861e-2
7000,70.0000,0.000000e0,136,8,128,-2.935249e4,-4.478835e-1,18,4,14,-2.205882e-3,-8.823529e-3,3.970479e-2
8000,80.0000,0.000000e0,134,6,128,-2.942953e4,-4.490590e-1,19,3,16,-7.462687e-4,1.492537e-3,4.071369e-2
9000,90.0000,0.000000e0,133,5,128,-2.948505e4,-4.499062e-1,21,2,19,-5.263158e-3,-1.503759e-3,4.017806e-2
10000,100.0000,0.000000e0,132,4,128,-2.952629e4,-4.505355e-1,21,2,19,-7.575758e-4,6.818182e-3,3.395389e-2
