# mode=headless steps=10000 sample_period=1000
# nx=256 ny=256 dt=0.01 dx=1 flux_n=32 phi=0.0030679617 kappa=0 B=0.0030679617 seed=1234
# defects: mode=random count=64 radius=3 spacing=32 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
1000,10.0000,0.000000e0,159,127,32,-2.604474e4,-3.974111e-1,14,8,6,0.000000e0,0.000000e0,0.000000e0
2000,20.0000,0.000000e0,111,79,32,-2.807871e4,-4.284471e-1,14,9,5,1.261261e-2,-6.306306e-3,1.197496e-1
3000,30.0000,0.000000e0,93,61,32,-2.870365e4,-4.379830e-1,12,7,5,2.150538e-3,-4.301075e-3,8.255502e-2
4000,40.0000,0.000000e0,82,50,32,-2.907228e4,-4.436078e-1,13,6,7,6.097561e-3,2.439024e-3,7.669687e-2
5000,50.0000,0.000000e0,75,43,32,-2.929849e4,-4.470595e-1,14,5,9,5.333333e-3,2.666667e-3,5.484742e-2
6000,60.0000,0.000000e0,72,40,32,-2.945166e4,-4.493967e-1,13,4,9,9.722222e-3,9.722222e-3,5.157717e-2
7000,70.0000,0.000000e0,69,37,32,-2.958167e4,-4.513804e-1,13,4,9,1.449275e-3,4.347826e-3,5.492680e-2
8000,80.0000,0.000000e0,63,31,32,-2.972655e4,-4.535912e-1,13,4,9,6.349206e-3,6.349206e-3,4.800419e-2
9000,90.0000,0.000000e0,60,28,32,-2.984825e4,-4.554482e-1,14,4,10,-5.000000e-3,1.833333e-2,5.305387e-2
10000,100.0000,0.000000e0,55,23,32,-2.997681e4,-4.574098e-1,13,3,10,-3.636364e-3,5.454545e-3,4.707804e-2
