# mode=headless_kappa_sweep kappa_start=0 kappa_end=0.05 kappa_step=0.005 initial_relax_steps=10000 relax_steps=1000 measure_steps=2000 sample_period=100
# nx=256 ny=256 dt=0.01 dx=1 flux_n=64 phi=0.0061359233 B=0.0061359233 seed=1234
# defects: mode=lattice count=121 radius=3 spacing=24 alpha_default=1 alpha_defect=-0.2
kappa,samples,mean_speed,mean_vx,mean_vy,net_mean,pinned_net_mean,energy_density_mean
0.000000e0,20,3.899990e-2,8.685738e-4,6.326149e-4,6.400000e1,3.265000e1,-4.422616e-1
5.000000e-3,20,3.643523e-2,-7.424188e-4,1.543555e-3,6.400000e1,3.365000e1,-4.452010e-1
1.000000e-2,20,2.989592e-2,-1.559205e-3,-1.581640e-3,6.400000e1,3.745000e1,-4.471534e-1
1.500000e-2,20,1.780186e-2,0.000000e0,-7.739938e-4,6.400000e1,3.990000e1,-4.479234e-1
2.000000e-2,20,2.308702e-2,-7.739938e-4,-4.643963e-3,6.400000e1,4.230000e1,-4.484012e-1
2.500000e-2,20,1.021210e-2,-3.927730e-3,-1.571092e-3,6.400000e1,4.185000e1,-4.488764e-1
3.000000e-2,20,1.243396e-2,-5.498822e-3,-3.142184e-3,6.400000e1,4.160000e1,-4.491142e-1
3.500000e-2,20,1.492537e-2,-7.855460e-3,-7.855460e-4,6.400000e1,4.200000e1,-4.491901e-1
4.000000e-2,20,1.963865e-2,-9.426551e-3,2.356638e-3,6.400000e1,4.305000e1,-4.492374e-1
4.499999e-2,20,1.178319e-2,-7.855460e-3,-2.356638e-3,6.400000e1,4.590000e1,-4.493964e-1
4.999999e-2,20,7.069914e-3,-2.356638e-3,0.000000e0,6.400000e1,4.600000e1,-4.493325e-1
