# mode=headless steps=10000 sample_period=1000
# nx=256 ny=256 dt=0.01 dx=1 flux_n=64 phi=0.0061359233 kappa=0 B=0.0061359233 seed=1234
# defects: mode=random count=64 radius=3 spacing=32 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
1000,10.0000,0.000000e0,185,121,64,-2.581528e4,-3.939100e-1,16,8,8,0.000000e0,0.000000e0,0.000000e0
2000,20.0000,0.000000e0,136,72,64,-2.780145e4,-4.242165e-1,13,7,6,5.147059e-3,1.544118e-2,1.177289e-1
3000,30.0000,0.000000e0,113,49,64,-2.852020e4,-4.351838e-1,12,6,6,8.849558e-4,9.734513e-3,9.094414e-2
4000,40.0000,0.000000e0,106,42,64,-2.890213e4,-4.410115e-1,14,6,8,4.716981e-3,-2.830189e-3,8.149714e-2
5000,50.0000,0.000000e0,96,32,64,-2.917892e4,-4.452349e-1,14,5,9,-2.083333e-3,1.770833e-2,7.441263e-2
6000,60.0000,0.000000e0,94,30,64,-2.933679e4,-4.476439e-1,13,4,9,-9.574468e-3,-6.382979e-3,5.890599e-2
7000,70.0000,0.000000e0,87,23,64,-2.952182e4,-4.504672e-1,14,4,10,9.195402e-3,4.597701e-3,6.264948e-2
8000,80.0000,0.000000e0,82,18,64,-2.968297e4,-4.529261e-1,13,3,10,-1.219512e-3,-3.658537e-3,4.923370e-2
9000,90.0000,0.000000e0,80,16,64,-2.979640e4,-4.546569e-1,15,3,12,2.500000e-3,-8.750000e-3,5.745814e-2
10000,100.0000,0.000000e0,78,14,64,-2.987577e4,-4.558681e-1,15,3,12,3.846154e-3,1.025641e-2,4.036575e-2
