# mode=headless steps=10000 sample_period=1000
# nx=256 ny=256 dt=0.01 dx=1 flux_n=64 phi=0.0061359233 kappa=0 B=0.0061359233 seed=1234
# defects: mode=lattice count=64 radius=3 spacing=32 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
1000,10.0000,0.000000e0,183,119,64,-2.599868e4,-3.967083e-1,18,13,5,0.000000e0,0.000000e0,0.000000e0
2000,20.0000,0.000000e0,132,68,64,-2.796848e4,-4.267651e-1,17,11,6,2.102695e-19,-1.515152e-3,1.239463e-1
3000,30.0000,0.000000e0,114,50,64,-2.865587e4,-4.372539e-1,16,8,8,-4.385965e-3,8.771930e-4,8.667685e-2
4000,40.0000,0.000000e0,102,38,64,-2.902524e4,-4.428900e-1,16,7,9,-1.176471e-2,5.882353e-3,6.710713e-2
5000,50.0000,0.000000e0,96,32,64,-2.926213e4,-4.465046e-1,18,7,11,-5.208333e-3,1.041667e-3,6.899272e-2
6000,60.0000,0.000000e0,90,26,64,-2.946552e4,-4.496082e-1,20,5,15,6.666667e-3,8.888889e-3,7.501196e-2
7000,70.0000,0.000000e0,85,21,64,-2.961016e4,-4.518152e-1,20,3,17,5.882353e-3,-7.058824e-3,5.565545e-2
8000,80.0000,0.000000e0,80,16,64,-2.974182e4,-4.538242e-1,20,3,17,-6.250000e-3,-1.250000e-3,3.633883e-2
9000,90.0000,0.000000e0,80,16,64,-2.981966e4,-4.550119e-1,20,3,17,1.125000e-2,-5.000000e-3,4.938131e-2
10000,100.0000,0.000000e0,77,13,64,-2.989641e4,-4.561830e-1,20,1,19,-3.896104e-3,1.298701e-3,3.591799e-2
