# mode=headless_kappa_sweep kappa_start=0 kappa_end=0.02 kappa_step=0.01 relax_steps=10 measure_steps=20 sample_period=10
# nx=256 ny=256 dt=0.01 dx=1 flux_n=5 phi=0.00047936902 B=0.00047936902 seed=1234
# defects: count=50 radius=3 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
# sweep_kappa=0 begin_step=0 (index=1/3)
20,0.2000,0.000000e0,7185,7180,5,2.627104e2,4.008643e-3,230,233,-3,0.000000e0,0.000000e0,0.000000e0
30,0.3000,0.000000e0,5574,5569,5,1.277681e2,1.949586e-3,182,173,9,-1.058486e-1,-4.628633e-1,2.037850e0
# sweep_kappa=0.01 begin_step=30 (index=2/3)
50,0.5000,1.000000e-2,3390,3385,5,2.261298e1,3.450467e-4,115,111,4,0.000000e0,0.000000e0,0.000000e0
60,0.6000,1.000000e-2,2702,2697,5,-1.377611e0,-2.102068e-5,98,93,5,-1.850481e-2,-7.179867e-1,2.386358e0
# sweep_kappa=0.02 begin_step=60 (index=3/3)
80,0.8000,2.000000e-2,1899,1894,5,-3.293664e1,-5.025733e-4,68,66,2,0.000000e0,0.000000e0,0.000000e0
90,0.9000,2.000000e-2,1645,1640,5,-4.596677e1,-7.013972e-4,53,55,-2,-1.215806e-1,-4.984803e-1,1.978540e0
