# mode=headless steps=10000 sample_period=1000
# nx=256 ny=256 dt=0.01 dx=1 flux_n=32 phi=0.0030679617 kappa=0 B=0.0030679617 seed=1234
# defects: mode=lattice count=64 radius=3 spacing=32 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
1000,10.0000,0.000000e0,163,131,32,-2.611131e4,-3.984270e-1,13,16,-3,0.000000e0,0.000000e0,0.000000e0
2000,20.0000,0.000000e0,105,73,32,-2.811909e4,-4.290633e-1,13,9,4,1.904762e-3,6.666667e-3,1.277671e-1
3000,30.0000,0.000000e0,91,59,32,-2.870276e4,-4.379693e-1,11,7,4,-9.890110e-3,8.791209e-3,7.462446e-2
4000,40.0000,0.000000e0,80,48,32,-2.907627e4,-4.436687e-1,13,7,6,-1.500000e-2,1.375000e-2,7.622969e-2
5000,50.0000,0.000000e0,71,39,32,-2.936276e4,-4.480402e-1,14,7,7,-5.633803e-3,-3.909236e-19,5.686145e-2
6000,60.0000,0.000000e0,67,35,32,-2.953189e4,-4.506208e-1,14,7,7,1.492537e-3,1.940299e-2,5.579824e-2
7000,70.0000,0.000000e0,60,28,32,-2.969860e4,-4.531647e-1,14,4,10,-6.666667e-3,-1.666667e-3,3.776142e-2
8000,80.0000,0.000000e0,58,26,32,-2.980060e4,-4.547210e-1,14,4,10,-3.448276e-3,5.172414e-3,4.464297e-2
9000,90.0000,0.000000e0,56,24,32,-2.987549e4,-4.558638e-1,14,3,11,-1.785714e-3,-3.571429e-3,2.469362e-2
10000,100.0000,0.000000e0,54,22,32,-2.994362e4,-4.569034e-1,14,3,11,7.407407e-3,7.407407e-3,3.378267e-2
