theta,omega
3.0202768556,-0.6271062891
3.0923678024,-0.8491379630
2.1888184142,-1.2876867758
2.9868702092,-0.6517850452
3.0657658132,-0.7807254785
2.5204571439,-1.1474308890
3.1341455202,-0.8424383125
2.9726366284,-0.9528227933
3.1032307120,-0.5310794591
3.0230706900,-0.4849424700
2.7928899954,-1.0037397684
2.4790595170,-1.1298189586
3.0687222554,-0.8521844608
2.1805397500,-1.2517742170
3.0074738101,-0.6398737761
2.4522424967,-1.1037612066
3.0586868890,-0.8515144910
2.2086708352,-1.2243893594
3.0404855453,-0.6128926057
2.4768963345,-1.0740547871
3.0323770313,-0.8339867894
2.2662932702,-1.1769895747
3.1036018436,-0.5641659574
3.0310857819,-0.8443924821
2.3129120901,-1.1384803247
3.0326734901,-0.8389762535
2.2766750505,-1.1668263504
3.1167395642,-0.5523575812
2.8814390385,-0.9699676108
3.0366027893,-0.8242108118
2.2091272345,-1.2246533782
3.0404520531,-0.6133857603
2.6592334749,-0.7616397471
3.0335956698,-0.8453517957
2.3141481494,-1.1393213615
3.0420627133,-0.8493607936
2.2829111399,-1.1636646673
3.1218384125,-0.5500536368
2.4409046379,-1.1291900668
3.0351051344,-0.8417782282
2.2752597206,-1.1677995854
3.1153340885,-0.5533101814
3.0457691262,-0.8523363824
2.2666536937,-1.1805304465
3.0947110382,-0.5676241145
2.2916935365,-1.0294043618
3.1006322106,-0.7502743151
3.0471052361,-0.8112005772
2.1597917826,-1.2786005154
2.9801568084,-0.6621092813
2.6801035067,-1.0729719804
2.7867811531,-0.6660370360
2.8197894297,-0.7457252515
2.9697776506,-0.6338622643
3.1299997503,-0.8917619725
2.2013963469,-1.2845298878
2.9966317538,-0.6442235849
2.5670613112,-1.0989969893
3.1033702062,-0.7556365038
2.7740842668,-0.8251591931
2.6164494755,-0.9482605578
3.1059718331,-0.8511646809
2.2296448595,-1.2745569553
3.0273355146,-0.6254294380
2.0380557833,-1.2051747227
2.9336975620,-0.6933252782
2.1872103547,-1.2503638908
3.0049338918,-0.6380527704
2.8151052736,-0.7871450818
3.1131415558,-0.5257932937
3.0586516600,-0.7940746098
2.2347841671,-1.2714592697
3.0333974721,-0.6182257887
3.1317455542,-0.7267745361
3.0508830545,-0.9102851140
2.5289922053,-0.9703918313
3.1135994228,-0.7392049525
3.0314343603,-0.8478491344
2.3123681643,-1.1419104929
3.1081881653,-0.8500225421
2.2524458152,-1.2662333399
3.0465892169,-0.6108042608
2.1502418916,-1.1293004753
3.0509568763,-0.6049323699
3.1125164416,-0.7454910879
2.8320776623,-0.7730929604
3.0133395543,-0.6002414153
2.9705991311,-0.9367215185
3.0511746714,-0.5734854495
2.9837704734,-0.5148928671
3.0729467860,-0.8540818831
2.1718649134,-1.2600944556
2.9977435417,-0.6471439139
2.4528579327,-0.9150762413
3.0682021074,-0.7793702428
2.5872040464,-1.1170199546
3.0385451898,-0.8103834351
2.1644757868,-1.2728245027
2.9858142344,-0.6583951135
2.9237659240,-0.9687508791
3.0910330572,-0.8486933479
2.1833597090,-1.2889248714
2.9820231387,-0.6573859641
2.9337612260,-0.9673450115
3.0531784967,-0.8510628887
2.2340831959,-1.2034642322
3.0680290774,-0.5919450159
2.6357182599,-1.0695150366
2.4784040356,-1.1286803088
3.0748547641,-0.8496843310
2.1644277561,-1.2773863331
2.9762261433,-0.6607571376
2.6973802843,-1.0672566414
2.4846766462,-1.0669363504
3.0433678023,-0.8094475937
2.1660781204,-1.2782989913
2.9764156056,-0.6617013030
2.6634084772,-1.0835399695
2.4777155181,-1.0757427525
3.0304990760,-0.8356087948
2.2750771938,-1.1684236621
3.1146818767,-0.5542338025
2.7544542204,-0.6872640109
3.0088086638,-0.6032676185
2.1012244374,-1.1622166267
3.0024745186,-0.6429364105
2.8849118413,-0.7320810870
2.6016032884,-0.9176530657
2.5250360578,-1.1145400174
2.4840995377,-1.1283883466
3.0795224042,-0.8513916784
2.1572578250,-1.2794496841
2.9785109371,-0.6622879190
2.6542959113,-1.0837995847
2.4353766178,-1.1304119274
3.0306208877,-0.8400047308
2.2805912679,-1.1671398573
3.1122154833,-0.5521247739
2.6744774122,-0.7482711230
3.0622144605,-0.8524362020
2.1953116524,-1.2413569093
3.0151122828,-0.6295729685
3.0550005587,-0.4591819915
2.5842180802,-0.9742940951
3.1001190133,-0.8950785260
2.1963807821,-1.2376663783
3.0247701064,-0.6270273869
2.7286571957,-0.8564741475
2.6328465867,-0.7797765845
2.4415960610,-1.1273510835
3.0363958166,-0.8424508300
2.2772885702,-1.1672416888
3.1165453243,-0.5533244752
2.8446441335,-0.6183225983
2.2779557259,-1.1694364682
3.1148536287,-0.5567142806
2.9298027762,-0.5572639874
2.2041589808,-1.0939872441
3.0981303950,-0.5635745711
3.0973197745,-0.8483560018
2.2179075397,-1.2792392977
3.0102748274,-0.6333313540
3.0642882950,-0.9027477381
2.3977380082,-1.0763602727
3.0357911566,-0.8380104331
2.2644748431,-1.1781827808
3.1018576396,-0.5652846861
3.0810851322,-0.8528920324
2.1554042532,-1.2810795255
2.9767404345,-0.6630178262
2.6084015109,-1.1043596440
3.1226495860,-0.7350914628
2.6116883482,-0.7965252844
3.0673997422,-0.8540158000
2.1847086516,-1.2461635979
3.0134798074,-0.6341110366
3.0372210921,-0.8181379760
2.1924591777,-1.2466919104
3.0097648404,-0.6355086710
2.9615632073,-0.5286119888
2.6433486263,-1.0690047736
3.0010803412,-0.9260928278
2.8755548152,-0.7011968769
2.4921058479,-1.0008551750
3.0476593049,-0.8513756647
2.2646829754,-1.1787870194
3.1013523234,-0.5663762929
3.0277949251,-0.8275609716
2.2444340593,-1.1968915666
3.0717927353,-0.5838233321
3.0554386468,-0.9057625151
2.4669108459,-1.0223984400
3.0934159648,-0.8516960328
2.1691697144,-1.2907577405
2.9804211250,-0.6605991319
2.7485651372,-1.0409369613
2.8287284239,-0.7776218793
3.0476099327,-0.5760491438
3.1081432951,-0.8497690021
2.2632115771,-1.2610073310
3.0573778188,-0.6004945428
2.6132407146,-0.9529811761
2.2256428315,-1.0757116953
3.1288325307,-0.5435536558
3.0074503168,-0.4960944331
3.0048014272,-0.9215894395
2.8258937811,-0.7426665498
2.9394287823,-0.6527476248
2.2426271543,-1.2698222477
3.0381283108,-0.6175631414
2.4376662570,-1.1271986325
3.0335396474,-0.8415355478
2.2851742999,-1.1658704920
3.1149615577,-0.5521461438
3.0984437792,-0.8900068876
2.1777839100,-1.2579454596
2.9952272095,-0.6447893163
2.7950389721,-0.6561551863
2.7168299338,-0.8268717345
2.4741958861,-1.0742593673
2.4434881090,-1.1055823054
3.0588262938,-0.8523615114
2.2215305333,-1.2158332793
3.0525845401,-0.6054476937
3.0976536826,-0.8519746386
2.1816612344,-1.2889145469
2.9889183798,-0.6551042644
3.0294319422,-0.8465338070
2.3205766204,-1.1359390732
3.0388202124,-0.8128334731
2.1682992693,-1.2684034953
2.9838472477,-0.6533565236
2.4766336949,-1.1294761302
3.0692745475,-0.8506238451
2.1775824936,-1.2616666648
2.9924200449,-0.6489518594
3.0271569603,-0.8392747517
2.3054616981,-1.1489395006
3.1381320761,-0.5335154407
3.0570841999,-0.8538527080
2.2192367728,-1.2142611581
3.0531116630,-0.6021996817
3.0821786860,-0.8518814102
2.1649679611,-1.2838713961
2.9727614774,-0.6648396470
2.5221588679,-1.1486542917
3.1279943447,-0.8456618754
2.6352823880,-1.0933847896
2.5459737659,-0.8469127278
2.5180584703,-1.1169881103
2.5535648572,-1.0025584475
3.0592496597,-0.8524297704
2.2057146034,-1.2318017769
3.0269515939,-0.6202767492
2.6690099631,-1.0554280718
3.0384536609,-0.8155785027
2.1813842230,-1.2572208069
2.9972741334,-0.6448842228
2.5099833410,-1.1205268016
2.4738035853,-1.1293334055
3.0688843185,-0.8490938903
2.1668378602,-1.2694840643
2.9890091657,-0.6559243662
3.1175437699,-0.8979923729
2.1653052734,-1.2804499595
2.9747078609,-0.6633566731
2.5868271610,-1.1188543303
3.0770046583,-0.7733248277
2.9535650512,-0.9593748680
3.1254613002,-0.7360803882
2.5690604640,-0.9880545916
2.5883817297,-1.0923681257
3.0600720967,-0.8527803645
2.2070951785,-1.2314908544
3.0277319880,-0.6203610544
2.9854153755,-0.9291687169
2.9529551565,-0.6458528323
2.4191992335,-1.1921403819
3.0893757754,-0.7604691488
2.4792079776,-1.0710844190
2.7928141162,-1.0045086460
2.4449994265,-1.1205305035
3.0406555104,-0.8461856972
2.2813175521,-1.1658423033
3.1192269193,-0.5528841752
3.0591164947,-0.9074372209
2.4627149207,-1.0217519388
3.0917751615,-0.7625042833
3.0426217372,-0.8182442272
2.1799791682,-1.2541979968
3.0054302556,-0.6426085151
2.5625592318,-1.1016721991
3.1276995503,-0.8457539136
2.6561898361,-1.0823485279
2.5697682022,-0.9940740712
2.9506691145,-0.9435310700
3.1377127022,-0.5082384261
3.0898383325,-0.8513482025
2.1618927449,-1.2902331502
2.9758010625,-0.6649345045
2.5374622378,-1.1381004403
3.0252325416,-0.8369034934
2.2955340732,-1.1551705433
3.1287903297,-0.5392377518
2.5465198857,-1.1083058434
3.0332322278,-0.8299711980
2.2433196245,-1.1953314053
3.0786648947,-0.5832216021
3.0135791547,-0.9183324467
2.7639171489,-0.7903209074
3.0482427515,-0.8495922454
2.2508125347,-1.1950414287
3.0757112326,-0.5837043843
3.0139313868,-0.9230866056
2.8066580168,-0.7556733042
3.0510240280,-0.5727468566
2.5555136704,-1.0029291675
3.0382733140,-0.8507299143
2.3047586932,-1.1508672240
3.1359987761,-0.5364342897
2.6996884516,-0.8847949900
3.0509912217,-0.8538082588
2.2501697251,-1.1890792065
3.0867750616,-0.5764054413
2.5737762461,-1.0959945476
3.0357598739,-0.8272410758
2.2257826229,-1.2109492045
3.0584172888,-0.5998270152
3.0602056808,-0.8522985804
2.2010106535,-1.2358304352
3.0218171204,-0.6241288110
2.6648358155,-1.0594963364
2.7155998704,-0.7165666336
3.0675076342,-0.7831576237
2.4967434531,-1.1595049313
3.0643988636,-0.8515929068
2.1871919318,-1.2435655285
3.0165090289,-0.6315541487
2.9311944021,-0.9628445173
3.0380840549,-0.8417126441
2.2756074366,-1.1705027538
3.1128788602,-0.5578738916
2.5841887886,-1.0909706556
3.0983061019,-0.8507170974
2.1912281107,-1.2862865694
2.9969902564,-0.6472835941
2.0131687841,-1.2202361984
2.9115283839,-0.7092386117
2.3299289729,-1.1278039247
2.2952865313,-1.0283400699
3.1009127825,-0.7529993225
3.0209665726,-0.4879402249
3.0974173984,-0.4282762125
2.8743501513,-0.6003157710
2.1603609655,-1.2814551005
2.9789853820,-0.6632670045
2.6240343911,-1.0987786128
2.7221053738,-1.0341086628
2.5593158615,-0.9956276520
2.7202243246,-1.0388810801
3.1063067097,-0.8920174625
2.1674824008,-1.2652187572
2.9922186871,-0.6517148812
3.0473255066,-0.8082482907
2.1556534801,-1.2846480036
2.9749361478,-0.6648663800
2.5301496112,-1.1409856211
3.0730715441,-0.9033868737
2.3616820321,-1.1012454630
3.0753061239,-0.7762592870
2.8210837479,-1.0134059558
3.0478725735,-0.9094942167
2.5404482141,-0.9663761055
3.1342113747,-0.8463979440
2.7834873202,-1.0271762676
2.0881111414,-1.1730193158
2.9811903215,-0.6556054161
2.9754447875,-0.9503542838
3.0799388871,-0.5472309382
2.4465464448,-1.1331183162
3.0356109381,-0.8436742805
2.2877445614,-1.1645490247
3.1170896074,-0.5511613707
2.7428641177,-0.6991883611
3.0969065657,-0.5357497774
3.0320861603,-0.8301192246
2.2446856861,-1.1932403478
3.0810539445,-0.5805377213
2.9968725741,-0.9301590866
2.9268826160,-0.6643826019
2.1657049160,-1.2833117721
2.9736356549,-0.6638266937
2.5613594612,-1.1302852578
3.0343868690,-0.8268144887
2.2250101645,-1.2104127112
3.0586092897,-0.5987063566
2.8124919914,-0.7947438715
3.0689640534,-0.8531264662
2.1833781866,-1.2494252930
3.0104069227,-0.6378663255
3.1105779633,-0.4170431483
2.7104653698,-1.0411858898
3.0306967084,-0.8278703595
2.2451575072,-1.1990485586
3.0700712284,-0.5874824623
2.5283808358,-1.1140927915
2.9619839674,-0.5298930453
3.0661203221,-0.9046631993
2.4026987887,-1.0680584800
3.0370847599,-0.8458778285
2.2768899703,-1.1709550199
3.1072993757,-0.5566972121
3.1343253846,-0.7295460621
2.5694131035,-0.8309852845
2.7657997499,-0.8310944372
2.7304073879,-0.8602867847
2.9901817340,-0.9279261768
2.9294527801,-0.6642579873
2.1568179999,-1.2857864074
2.9751102125,-0.6646961581
2.5372859574,-1.1376277982
2.5188336631,-1.1164869063
3.0174471786,-0.4878621225
2.1175780568,-1.1519305337
3.0178429824,-0.6318039733
3.0291338640,-0.4793082570
3.0290227200,-0.8440852516
2.3222942713,-1.1364074441
3.0326959912,-0.8271987039
2.2316321990,-1.2099839602
3.0553933287,-0.5985752392
3.1176038744,-0.8478794146
2.4036487156,-1.1995759409
2.4764654291,-1.0777060757
2.9449689931,-0.5414542363
2.8492905690,-0.7591158962
2.8932076135,-0.6914753983
2.3596083085,-1.1010109763
3.0774576547,-0.7817079915
2.6526845431,-1.0862893659
2.8984480589,-0.9636662399
2.8615012780,-0.6064104824
2.1839250061,-1.2533104844
3.0014369597,-0.6403695516
2.1713316237,-1.1150276278
3.0658199934,-0.5875455121
2.5498056252,-0.8456706505
2.4895404679,-1.1270227216
3.0911930324,-0.8504326895
2.1660414456,-1.2907806652
2.9782390550,-0.6628011201
2.6348707650,-1.0928260402
2.4705071711,-1.1310581317
3.0579517249,-0.8508949673
2.2151358889,-1.2259062808
3.0354625444,-0.6155028240
2.6678893570,-0.9113783822
2.6257757605,-0.9451511344
2.8115731043,-0.7930648608
3.0800036097,-0.7685550785
2.8966971790,-0.9673703179
2.4681715726,-1.0853898543
3.1100019528,-0.8476980356
2.3007094465,-1.2453707320
3.0911412535,-0.5739145362
2.1109764518,-1.1555697580
3.0052478944,-0.6352170656
3.0376808904,-0.9115477724
2.6030497777,-0.9163996347
3.0532863462,-0.8048651672
2.1656514947,-1.2899136502
2.9778838721,-0.6646129596
2.5681777040,-1.1248718263
3.1236245234,-0.8440731767
2.6286434562,-1.0992248764
2.8580981383,-0.9805189642
2.3248674854,-1.0076738427
3.0421797053,-0.8182900994
2.1725620070,-1.2583440807
2.9993498878,-0.6451970203
2.8091464202,-0.9971012655
3.1024947492,-0.7496043731
2.8608305224,-0.7505685370
2.8087839439,-0.7568940758
3.0536665911,-0.5669943501
2.6709401758,-1.0568953724
2.4420452240,-1.1324553139
3.0334391976,-0.8420324669
2.2853476637,-1.1652682608
3.1156009207,-0.5512372357
2.1992882213,-1.0949115230
3.1007479014,-0.5667696053
3.0488870034,-0.8078052513
2.1572715598,-1.2860256585
2.9749903834,-0.6656015506
2.5089489759,-1.1514201243
3.1039911530,-0.8460072662
2.2855212760,-1.2537499981
3.0688264222,-0.5879272838
2.4387752016,-1.1272136084
3.0343389689,-0.8418152965
2.2862594943,-1.1657393404
3.1154482994,-0.5524298607
3.0272029777,-0.8365678939
2.2931864461,-1.1587779234
3.1244938881,-0.5441379271
2.7874080799,-1.0098257211
3.0432912772,-0.8473982334
2.2560781758,-1.1830949189
3.0943760622,-0.5694645300
2.7568548148,-0.6889155500
3.0218371796,-0.5916989365
2.8701356813,-0.5994465200
2.1627295504,-1.2824744099
2.9728431141,-0.6625779532
2.5940348057,-1.1137236648
3.0306130482,-0.8475021465
2.3116908106,-1.1418293543
3.1001390100,-0.8506825210
2.1967836782,-1.2852603880
3.0003914514,-0.6464628291
2.9308214290,-0.5562140789
2.9626963803,-0.5309155477
2.7845584235,-0.6671091449
2.8294517853,-0.7374963029
2.8958272230,-0.6894799194
2.3358736751,-1.1196440876
3.0427126630,-0.9100534202
2.5666064258,-0.9448952459
3.0996396983,-0.8503517613
2.2005748788,-1.2834342524
3.0046648500,-0.6408879949
2.8369922519,-0.9887132113
2.9729315484,-0.5227559122
3.0324130340,-0.9135038013
2.6451122277,-0.8839199415
2.4573001031,-0.9115217213
3.0306739929,-0.8221266745
2.2132746581,-1.2235715842
3.0367925414,-0.6113486121
2.5215013892,-0.8667798201
2.2682331798,-1.0480054634
2.5619871735,-1.1022803490
3.0448477016,-0.8075541839
2.1611591206,-1.2854665436
2.9703486713,-0.6644323779
2.5121183180,-1.1515426829
3.1055859848,-0.8473378134
2.2786293725,-1.2577222918
3.0610326837,-0.5961105167
2.4768350139,-1.1302137626
3.0655681844,-0.8519591319
2.1875761503,-1.2442344925
3.0161256322,-0.6325781388
2.1794257508,-1.1107744761
3.0730709796,-0.5826833324
3.0219963030,-0.9183504850
2.7367384666,-0.8141954519
3.0395040038,-0.8484563651
2.2841034085,-1.1667317699
3.1137689499,-0.5530832563
2.4580323531,-1.0902217488
3.0900928816,-0.8475817934
2.1849405646,-1.2884996185
2.9839689368,-0.6539991954
2.7877854015,-1.0232654679
2.4612618184,-1.1323630833
3.0472801908,-0.8490883801
2.2434071405,-1.1991044865
3.0693867692,-0.5868775935
2.6123446767,-1.0811025872
2.4388452573,-1.1303334296
3.0331084168,-0.8409551294
2.2840623725,-1.1666126734
3.1138760260,-0.5528529107
2.9994711336,-0.9255839450
2.8820127736,-0.7015455626
2.4848949322,-1.0053501787
2.7223030864,-0.8606255372
2.4369856179,-1.1208244715
3.0346968741,-0.8440035130
2.2843547647,-1.1655169590
3.1150298518,-0.5511937711
2.7075809292,-0.8762924485
2.2146552888,-1.0866890100
3.1083162858,-0.5570887382
3.0499522297,-0.8069398146
2.1583595123,-1.2876817330
2.9747908183,-0.6659016115
2.4987639287,-1.1562401342
3.0761428527,-0.8493899729
2.1625902871,-1.2804575159
2.9735844448,-0.6625454063
2.6024847551,-1.1102888797
3.1029238868,-0.8471522019
2.2705199329,-1.2594148406
3.0560066694,-0.5971572776
2.6357678981,-0.9380171921
2.5596152671,-1.1038789324
2.4922399501,-0.8862164343
2.4598597518,-1.1330482305
3.0442326705,-0.8488239457
2.2628923804,-1.1786310563
3.1008884680,-0.5653251530
3.1074806413,-0.8489264772
2.2704102417,-1.2573928846
3.0647188808,-0.5934824996
2.6906227795,-0.7363839898
3.1240318496,-0.8436483438
2.6436810795,-1.0925233559
3.1277772200,-0.7257223222
2.9861417115,-0.9334304484
2.9835009390,-0.6206671944
2.8809122860,-0.7348660675
2.6348110426,-0.8915598520
2.4642123500,-1.0857497109
3.1066480936,-0.8463458950
2.3045059170,-1.2464067887
3.0852463701,-0.5760719346
3.0153971955,-0.9224895780
2.7956866585,-0.7640487448
3.1091235798,-0.5292182498
2.3090624997,-1.0188073524
3.0693817162,-0.7857390871
2.4463764986,-1.1797774991
3.0363787743,-0.8177877656
2.1828388441,-1.2521304471
3.0017365434,-0.6391368150
2.5516153842,-1.1068207496
3.0311646607,-0.8365298555
2.2806673993,-1.1648532944
3.1199618402,-0.5509466123
2.4550424003,-1.0976702046
3.0707888113,-0.8508409292
2.1765051326,-1.2638285491
2.9904154916,-0.6510384533
3.0322161768,-0.8251796105
2.2295419378,-1.2124783846
3.0524270096,-0.6014670027
3.1000336616,-0.8486279684
2.2314995720,-1.2749284971
3.0211173812,-0.6257346634
2.1588087081,-1.1232529713
3.0530792812,-0.5979299058
3.0861623166,-0.7663683745
3.1404140408,-0.8426817565
2.0339777817,-1.2055847438
2.9387747143,-0.6931194067
2.1761359580,-1.2567978854
3.0020420225,-0.6441506183
3.0258765197,-0.8386337195
2.3044860881,-1.1488395836
3.1379168801,-0.5328821314
3.1405397472,-0.8432851445
3.0959414240,-0.7618461325
2.5184606754,-1.1161042272
2.4885241640,-1.1277056378
3.0860237601,-0.8517084692
2.1586746810,-1.2863829044
2.9754002560,-0.6661300986
2.4974981100,-1.1573716078
3.0713065079,-0.8501557394
2.1706905871,-1.2687612632
2.9845482246,-0.6545447381
3.1315494099,-0.8955937079
2.1756912308,-1.2900515194
2.9847822279,-0.6576274218
2.9543656556,-0.9548979283
3.0294193150,-0.8415077394
2.2937692223,-1.1565987830
3.1268116242,-0.5407993957
2.7229504199,-0.8666988654
2.9303593043,-0.5530987503
3.0395941281,-0.8514245853
2.3011722030,-1.1482984730
3.0461306892,-0.8027030554
2.1663087708,-1.2893944049
2.9715625230,-0.6636713174
2.5471430475,-1.1354123942
3.0073238908,-0.9263436036
2.8604054394,-0.7152065128
2.6613964937,-0.8721236487
2.6751717411,-1.0564737540
2.5866651532,-0.8143294636
2.6528537312,-0.9173260798
2.5896639549,-0.9765677329
2.4414930367,-1.1331811707
3.0321214093,-0.8421808808
2.2831832077,-1.1652292808
3.1149224777,-0.5501772768
3.0652008875,-0.7936077074
2.2855275851,-1.2524820921
3.0764008124,-0.5867534948
3.0679847254,-0.9004416054
2.3575412999,-1.1068207504
3.1034735985,-0.7536535543
3.0451657397,-0.8028704015
2.1642817364,-1.2892190114
2.9705519727,-0.6639294619
2.5295458733,-1.1431607170
2.9868969871,-0.5145506852
2.7099689647,-0.8726947821
2.4527982225,-1.0964022610
3.0719321286,-0.8494854151
2.1656953135,-1.2733268433
2.9793746225,-0.6575898382
2.8784246430,-0.9881628739
2.5750202331,-1.0978589860
3.0621086501,-0.7884191965
2.3347873462,-1.2335638408
3.1128900469,-0.5547727837
3.0815162713,-0.8963106385
2.2676013041,-1.1792173792
3.0962431267,-0.5660283391
2.9594708511,-0.9439004838
3.1209843512,-0.5179628802
2.8911972252,-0.5857704484
2.2668823482,-1.2593973213
3.0605870541,-0.5982118263
3.0770690072,-0.8542604912
2.1663441246,-1.2679895552
2.9898336632,-0.6542417460
2.8348518324,-0.6274455566
2.3806090787,-1.0847197139
3.0325602326,-0.8235080581
2.2089644366,-1.2269939554
3.0384145659,-0.6166810773
2.5757297492,-0.9843395537
2.9826079323,-0.9307011294
2.9735576767,-0.6306439124
3.0351064615,-0.8230155619
2.2042654566,-1.2271552248
3.0365189038,-0.6151042259
2.2874872328,-1.0343223135
3.1360308188,-0.7239274341
