# mode=headless steps=10000 sample_period=1000
# nx=256 ny=256 dt=0.01 dx=1 flux_n=96 phi=0.009203885 kappa=0 B=0.009203885 seed=1234
# defects: mode=lattice count=64 radius=3 spacing=32 alpha_default=1 alpha_defect=-0.5
step,time,kappa,vortices,antivortices,net,energy,energy_density,pinned_v,pinned_av,pinned_net,mean_vx,mean_vy,mean_speed
1000,10.0000,0.000000e0,208,112,96,-2.587994e4,-3.948966e-1,17,9,8,0.000000e0,0.000000e0,0.000000e0
2000,20.0000,0.000000e0,161,65,96,-2.767547e4,-4.222941e-1,15,6,9,2.484472e-3,-1.206764e-18,1.202700e-1
3000,30.0000,0.000000e0,145,49,96,-2.834380e4,-4.324921e-1,15,5,10,3.448276e-3,-3.448276e-3,9.165954e-2
4000,40.0000,0.000000e0,130,34,96,-2.877629e4,-4.390914e-1,15,4,11,4.615385e-3,-6.153846e-3,6.566839e-2
5000,50.0000,0.000000e0,122,26,96,-2.905684e4,-4.433721e-1,18,4,14,5.737705e-3,3.278689e-3,7.633270e-2
6000,60.0000,0.000000e0,117,21,96,-2.924851e4,-4.462969e-1,20,3,17,8.547009e-4,8.547009e-4,5.411674e-2
7000,70.0000,0.000000e0,112,16,96,-2.940846e4,-4.487375e-1,20,2,18,7.142857e-3,-1.785714e-3,6.220793e-2
8000,80.0000,0.000000e0,110,14,96,-2.949964e4,-4.501287e-1,19,2,17,2.523234e-19,-7.272727e-3,4.187681e-2
9000,90.0000,0.000000e0,109,13,96,-2.957015e4,-4.512046e-1,20,2,18,1.009174e-2,-8.256881e-3,4.302103e-2
10000,100.0000,0.000000e0,107,11,96,-2.964092e4,-4.522845e-1,21,2,19,-5.607477e-3,-9.345794e-4,3.371128e-2
